timestamp,views
2015092500,10055
2015092600,9931
2015092700,10550
2015092800,9393
2015092900,9835
2015093000,9590
2015100100,10828
2015100200,11238
2015100300,11327
2015100400,11817
2015100500,10820
2015100600,10493
2015100700,11609
2015100800,11282
2015100900,10864
2015101000,11529
2015101100,10838
2015101200,10188
2015101300,10698
2015101400,10025
2015101500,10749
2015101600,11843
2015101700,12122
2015101800,12225
2015101900,12099
2015102000,23908
2015102100,19748
2015102200,14155
2015102300,13745
2015102400,14020
2015102500,14434
2015102600,19648
2015102700,20352
2015102800,17150
2015102900,15424
2015103000,13862
2015103100,14810
2015110100,17366
2015110200,20190
2015110300,17682
2015110400,18069
2015110500,18141
2015110600,17973
2015110700,18098
2015110800,26346
2015110900,54054
2015111000,65685
2015111100,38470
2015111200,34226
2015111300,32559
2015111400,29579
2015111500,29738
2015111600,28464
2015111700,27919
2015111800,32406
2015111900,40700
2015112000,38137
2015112100,36224
2015112200,32602
2015112300,30015
2015112400,29482
2015112500,29749
2015112600,29645
2015112700,31540
2015112800,33155
2015112900,36641
2015113000,34445
2015120100,35736
2015120200,34238
2015120300,42702
2015120400,47616
2015120500,44788
2015120600,44033
2015120700,44209
2015120800,43704
2015120900,44344
2015121000,40470
2015121100,42687
2015121200,49064
2015121300,48731
2015121400,52539
2015121500,55157
2015121600,61257
2015121700,88972
2015121800,266300
