timestamp,views
2015122600,15429
2015122700,17081
2015122800,17291
2015122900,17829
2015123000,17350
2015123100,18267
2016010100,18535
2016010200,23105
2016010300,20985
2016010400,24392
2016010500,19024
2016010600,17240
2016010700,18495
2016010800,16968
2016010900,19292
2016011000,42023
2016011100,26905
2016011200,27952
2016011300,20867
2016011400,20191
2016011500,18410
2016011600,24843
2016011700,54432
2016011800,23470
2016011900,21355
2016012000,36186
2016012100,27191
2016012200,23566
2016012300,27872
2016012400,39187
2016012500,51810
2016012600,26274
2016012700,21186
2016012800,19024
2016012900,17603
2016013000,20684
2016013100,22185
2016020100,19555
2016020200,16952
2016020300,16576
2016020400,16359
2016020500,16834
2016020600,17814
2016020700,20212
2016020800,25912
2016020900,20459
2016021000,18463
2016021100,33188
2016021200,43598
2016021300,33005
2016021400,32485
2016021500,40195
2016021600,34956
2016021700,30244
2016021800,28653
2016021900,27049
2016022000,27729
2016022100,31719
2016022200,32281
2016022300,33183
2016022400,33801
2016022500,31026
2016022600,32373
2016022700,32200
2016022800,33930
2016022900,43834
2016030100,47620
2016030200,44497
2016030300,44654
2016030400,49369
2016030500,46731
2016030600,46473
2016030700,48209
2016030800,46726
2016030900,45636
2016031000,50655
2016031100,56155
2016031200,55825
2016031300,61175
2016031400,66319
2016031500,68062
2016031600,67330
2016031700,73222
2016031800,86791
2016031900,102269
2016032000,132583
2016032100,190736
2016032200,231772
2016032300,415226
2016032400,557427
2016032500,943853
