timestamp,views
2015070100,343
2015070200,333
2015070300,254
2015070400,420
2015070500,403
2015070600,353
2015070700,321
2015070800,371
2015070900,384
2015071000,384
2015071100,312
2015071200,390
2015071300,361
2015071400,347
2015071500,304
2015071600,252
2015071700,372
2015071800,356
2015071900,414
2015072000,366
2015072100,334
2015072200,376
2015072300,336
2015072400,358
2015072500,327
2015072600,346
2015072700,330
2015072800,277
2015072900,304
2015073000,382
2015073100,760
2015080100,362
2015080200,344
2015080300,388
2015080400,359
2015080500,383
2015080600,348
2015080700,327
2015080800,286
2015080900,387
2015081000,306
2015081100,333
2015081200,357
2015081300,352
2015081400,351
2015081500,297
2015081600,332
2015081700,364
2015081800,330
2015081900,354
2015082000,306
2015082100,342
2015082200,283
2015082300,325
2015082400,326
2015082500,299
2015082600,318
2015082700,269
2015082800,350
2015082900,301
2015083000,352
2015083100,346
2015090100,293
2015090200,266
2015090300,307
2015090400,273
2015090500,261
2015090600,301
2015090700,304
2015090800,300
2015090900,333
2015091000,346
2015091100,340
2015091200,418
2015091300,401
2015091400,358
2015091500,336
2015091600,350
2015091700,340
2015091800,373
2015091900,316
2015092000,369
2015092100,373
2015092200,417
2015092300,364
2015092400,357
2015092500,392
2015092600,435
2015092700,419
2015092800,449
2015092900,488
2015093000,408
2015100100,402
2015100200,387
2015100300,403
2015100400,532
2015100500,512
2015100600,593
2015100700,537
2015100800,473
2015100900,411
2015101000,457
2015101100,509
2015101200,500
2015101300,676
2015101400,521
2015101500,523
2015101600,543
2015101700,477
2015101800,496
2015101900,507
2015102000,649
2015102100,476
2015102200,465
2015102300,442
2015102400,427
2015102500,473
2015102600,493
2015102700,474
2015102800,394
2015102900,362
2015103000,364
2015103100,374
2015110100,424
2015110200,380
2015110300,396
2015110400,319
2015110500,341
2015110600,431
2015110700,411
2015110800,452
2015110900,450
2015111000,380
2015111100,309
2015111200,308
2015111300,360
2015111400,308
2015111500,460
2015111600,438
2015111700,334
2015111800,694
2015111900,972
2015112000,734
2015112100,442
2015112200,707
2015112300,722
2015112400,412
2015112500,440
2015112600,408
2015112700,391
2015112800,406
2015112900,396
2015113000,377
2015120100,408
2015120200,460
2015120300,356
2015120400,388
2015120500,350
2015120600,420
2015120700,476
2015120800,335
2015120900,438
2015121000,386
2015121100,708
2015121200,534
2015121300,428
2015121400,363
2015121500,331
2015121600,315
2015121700,281
2015121800,344
2015121900,303
2015122000,325
2015122100,283
2015122200,292
2015122300,298
2015122400,253
2015122500,261
2015122600,426
2015122700,524
2015122800,530
2015122900,623
2015123000,485
2015123100,478
2016010100,598
2016010200,625
2016010300,615
2016010400,675
2016010500,621
2016010600,639
2016010700,584
2016010800,841
2016010900,719
2016011000,599
2016011100,605
2016011200,583
2016011300,532
2016011400,468
2016011500,425
2016011600,515
2016011700,557
2016011800,818
2016011900,707
2016012000,608
2016012100,559
2016012200,654
2016012300,551
2016012400,593
2016012500,541
2016012600,704
2016012700,1092
2016012800,1470
2016012900,1483
2016013000,1474
2016013100,1487
2016020100,1299
2016020200,921
2016020300,657
2016020400,638
2016020500,601
2016020600,600
2016020700,561
2016020800,642
2016020900,797
2016021000,706
2016021100,597
2016021200,728
2016021300,650
2016021400,755
2016021500,704
2016021600,650
2016021700,607
2016021800,761
2016021900,991
2016022000,682
2016022100,787
2016022200,752
2016022300,671
2016022400,709
2016022500,732
2016022600,724
2016022700,648
2016022800,709
2016022900,697
2016030100,955
2016030200,879
2016030300,1060
2016030400,1407
2016030500,1388
2016030600,1123
2016030700,1427
2016030800,4069
2016030900,3522
2016031000,4326
2016031100,4371
2016031200,4628
2016031300,6742
2016031400,7503
2016031500,7111
2016031600,9237
2016031700,12257
2016031800,16416
