timestamp,views
2015112700,960
2015112800,1018
2015112900,1381
2015113000,1094
2015120100,928
2015120200,753
2015120300,806
2015120400,805
2015120500,960
2015120600,1072
2015120700,1032
2015120800,941
2015120900,998
2015121000,1181
2015121100,1002
2015121200,956
2015121300,1019
2015121400,1120
2015121500,953
2015121600,955
2015121700,939
2015121800,1115
2015121900,1105
2015122000,1122
2015122100,1215
2015122200,1027
2015122300,1228
2015122400,1420
2015122500,1327
2015122600,2096
2015122700,2109
2015122800,2104
2015122900,1868
2015123000,1741
2015123100,1730
2016010100,1916
2016010200,2297
2016010300,2323
2016010400,2064
2016010500,1756
2016010600,1775
2016010700,1839
2016010800,1904
2016010900,1870
2016011000,2243
2016011100,1947
2016011200,1744
2016011300,1970
2016011400,2354
2016011500,2121
2016011600,1933
2016011700,2310
2016011800,2493
2016011900,2190
2016012000,2310
2016012100,2321
2016012200,2387
2016012300,2752
2016012400,2885
2016012500,4540
2016012600,6843
2016012700,10421
2016012800,8840
2016012900,19064
2016013000,6949
2016013100,10748
2016020100,9553
2016020200,10172
2016020300,10736
2016020400,10804
2016020500,8580
2016020600,7662
2016020700,12486
2016020800,6849
2016020900,7223
2016021000,7784
2016021100,8324
2016021200,7858
2016021300,10007
2016021400,10468
2016021500,9783
2016021600,9285
2016021700,10154
2016021800,14237
2016021900,25027
