timestamp,views
2015070100,886
2015070200,796
2015070300,674
2015070400,719
2015070500,916
2015070600,1052
2015070700,886
2015070800,788
2015070900,754
2015071000,803
2015071100,738
2015071200,728
2015071300,780
2015071400,730
2015071500,807
2015071600,685
2015071700,669
2015071800,683
2015071900,807
2015072000,913
2015072100,1086
2015072200,878
2015072300,821
2015072400,3433
2015072500,3726
2015072600,4340
2015072700,2378
2015072800,1894
2015072900,1683
2015073000,1387
2015073100,728
2015080100,818
2015080200,862
2015080300,715
2015080400,761
2015080500,754
2015080600,680
2015080700,735
2015080800,648
2015080900,711
2015081000,749
2015081100,728
2015081200,1179
2015081300,3739
2015081400,1588
2015081500,1277
2015081600,1073
2015081700,1195
2015081800,1459
2015081900,1279
2015082000,1068
2015082100,1103
2015082200,1138
2015082300,1263
2015082400,1170
2015082500,1134
2015082600,1005
2015082700,942
2015082800,972
2015082900,1055
2015083000,1096
2015083100,1207
2015090100,1104
2015090200,1070
2015090300,1003
2015090400,1046
2015090500,1074
2015090600,1187
2015090700,1188
2015090800,1205
2015090900,1193
2015091000,3657
2015091100,6286
2015091200,4090
2015091300,3706
2015091400,3213
2015091500,2916
2015091600,2478
2015091700,2155
2015091800,1893
2015091900,1758
2015092000,2022
2015092100,1479
2015092200,1287
2015092300,1344
2015092400,1276
2015092500,1206
2015092600,1124
2015092700,1373
2015092800,1600
2015092900,1400
2015093000,1228
2015100100,1169
2015100200,1592
2015100300,1899
2015100400,1763
2015100500,1583
2015100600,1428
2015100700,1201
2015100800,1233
2015100900,1345
2015101000,1442
2015101100,1485
2015101200,1354
2015101300,1329
2015101400,1639
2015101500,2481
2015101600,2539
2015101700,2825
2015101800,3131
2015101900,3214
2015102000,2355
2015102100,1477
2015102200,1375
2015102300,1367
2015102400,1333
2015102500,1476
2015102600,1292
2015102700,1031
2015102800,1049
2015102900,982
2015103000,946
2015103100,1023
2015110100,1149
2015110200,1174
2015110300,1068
2015110400,1077
2015110500,1103
2015110600,1216
2015110700,1052
2015110800,1181
2015110900,1055
2015111000,948
2015111100,893
2015111200,877
2015111300,822
2015111400,759
2015111500,937
2015111600,804
2015111700,824
2015111800,773
2015111900,867
2015112000,847
2015112100,884
2015112200,898
2015112300,850
2015112400,802
2015112500,957
2015112600,974
2015112700,1062
2015112800,1039
2015112900,1324
2015113000,1391
2015120100,3483
2015120200,4958
2015120300,2696
2015120400,1925
2015120500,1762
2015120600,1800
2015120700,1757
2015120800,1679
2015120900,1413
2015121000,1394
2015121100,1523
2015121200,1651
2015121300,1463
2015121400,1391
2015121500,1155
2015121600,1102
2015121700,1078
2015121800,1010
2015121900,941
2015122000,1061
2015122100,1030
2015122200,1115
2015122300,1352
2015122400,1351
2015122500,1080
2015122600,1316
2015122700,1344
2015122800,1368
2015122900,1238
2015123000,1261
2015123100,1142
2016010100,1298
2016010200,1454
2016010300,1401
2016010400,1425
2016010500,1396
2016010600,1379
2016010700,1497
2016010800,1483
2016010900,1385
2016011000,1625
2016011100,1283
2016011200,1218
2016011300,1213
2016011400,1249
2016011500,1244
2016011600,1147
2016011700,1287
2016011800,1366
2016011900,1195
2016012000,1085
2016012100,1039
2016012200,1069
2016012300,1231
2016012400,1367
2016012500,1166
2016012600,1077
2016012700,1030
2016012800,1169
2016012900,1198
2016013000,1194
2016013100,1271
2016020100,1147
2016020200,960
2016020300,1122
2016020400,1006
2016020500,1126
2016020600,987
2016020700,1176
2016020800,1159
2016020900,1413
2016021000,1407
2016021100,1161
2016021200,1094
2016021300,1224
2016021400,1300
2016021500,1423
2016021600,1402
2016021700,1201
2016021800,1121
2016021900,1132
2016022000,1193
2016022100,1854
2016022200,1734
2016022300,1485
2016022400,1214
2016022500,1248
2016022600,1345
2016022700,1436
2016022800,1773
2016022900,1651
2016030100,1499
2016030200,1543
2016030300,1694
2016030400,1681
2016030500,1674
2016030600,2004
2016030700,2327
2016030800,1959
2016030900,1633
2016031000,1825
2016031100,1961
2016031200,1846
2016031300,2049
2016031400,2302
2016031500,2568
2016031600,2148
2016031700,2127
2016031800,2190
2016031900,2266
2016032000,2663
2016032100,2962
2016032200,3461
2016032300,4522
2016032400,4626
2016032500,6383
