timestamp,views
2015111700,2
2015111800,84
2015111900,215
2015112000,93
2015112100,37
2015112200,40
2015112300,33
2015112400,24
2015112500,20
2015112600,16
2015112700,15
2015112800,14
2015112900,10
2015113000,13
2015120100,9
2015120200,15
2015120300,11
2015120400,15
2015120500,3
2015120600,6
2015120700,13
2015120800,8
2015120900,14
2015121000,11
2015121100,16
2015121200,11
2015121300,9
2015121400,15
2015121500,15
2015121600,11
2015121700,12
2015121800,7
2015121900,13
2015122000,12
2015122100,18
2015122200,13
2015122300,11
2015122400,2
2015122500,7
2015122600,12
2015122700,15
2015122800,23
2015122900,11
2015123000,10
2015123100,16
2016010100,31
2016010200,35
2016010300,15
2016010400,26
2016010500,38
2016010600,50
2016010700,52
2016010800,20
2016010900,22
2016011000,22
2016011100,119
2016011200,87
2016011300,93
2016011400,85
2016011500,97
2016011600,57
2016011700,51
2016011800,50
2016011900,89
2016012000,90
2016012100,93
2016012200,91
2016012300,75
2016012400,76
2016012500,72
2016012600,71
2016012700,68
2016012800,105
2016012900,105
2016013000,69
2016013100,84
2016020100,892
2016020200,1123
2016020300,1092
2016020400,1226
2016020500,1384
2016020600,1097
2016020700,113
2016020800,160
2016020900,228
2016021000,230
2016021100,388
2016021200,3446
