timestamp,views
2015070100,7952
2015070200,8451
2015070300,7868
2015070400,7680
2015070500,8530
2015070600,8175
2015070700,7790
2015070800,7668
2015070900,8113
2015071000,10290
2015071100,10061
2015071200,10417
2015071300,9688
2015071400,9074
2015071500,9509
2015071600,9478
2015071700,9144
2015071800,8587
2015071900,10143
2015072000,19012
2015072100,32105
2015072200,25691
2015072300,25251
2015072400,19326
2015072500,17833
2015072600,19227
2015072700,20859
2015072800,23037
2015072900,21304
2015073000,25097
2015073100,30230
2015080100,24292
2015080200,34750
2015080300,32573
2015080400,39095
2015080500,36758
2015080600,60511
2015080700,78277
2015080800,66118
2015080900,63918
2015081000,70529
2015081100,82536
2015081200,90598
2015081300,106963
2015081400,202398
