timestamp,views
2015070100,45
2015070200,46
2015070300,53
2015070400,47
2015070500,67
2015070600,64
2015070700,51
2015070800,72
2015070900,73
2015071000,58
2015071100,48
2015071200,61
2015071300,67
2015071400,82
2015071500,69
2015071600,57
2015071700,61
2015071800,65
2015071900,84
2015072000,96
2015072100,55
2015072200,61
2015072300,91
2015072400,89
2015072500,79
2015072600,94
2015072700,110
2015072800,81
2015072900,79
2015073000,73
2015073100,74
2015080100,33
2015080200,70
2015080300,68
2015080400,56
2015080500,67
2015080600,71
2015080700,55
2015080800,57
2015080900,50
2015081000,61
2015081100,55
2015081200,65
2015081300,49
2015081400,64
2015081500,102
2015081600,71
2015081700,92
2015081800,116
2015081900,74
2015082000,71
2015082100,80
2015082200,64
2015082300,99
2015082400,101
2015082500,85
2015082600,85
2015082700,85
2015082800,77
2015082900,71
2015083000,85
2015083100,138
2015090100,205
