timestamp,views
2015070100,2778
2015070200,2689
2015070300,2525
2015070400,2819
2015070500,3016
2015070600,3089
2015070700,2958
2015070800,2752
2015070900,3265
2015071000,2750
2015071100,2871
2015071200,3052
2015071300,3125
2015071400,2767
2015071500,2740
2015071600,2732
2015071700,2893
2015071800,2960
2015071900,3124
2015072000,3330
2015072100,3031
2015072200,3022
2015072300,3881
2015072400,3314
2015072500,3546
2015072600,6628
2015072700,7861
2015072800,8752
2015072900,6729
2015073000,6931
2015073100,6076
2015080100,6723
2015080200,7370
2015080300,7511
2015080400,7208
2015080500,7012
2015080600,8715
2015080700,9858
2015080800,8137
2015080900,9438
2015081000,10669
2015081100,10395
2015081200,10220
2015081300,10505
2015081400,12349
2015081500,12429
2015081600,13428
2015081700,16864
2015081800,17233
2015081900,26541
2015082000,34637
2015082100,45074
