timestamp,views
2015070100,7213
2015070200,6459
2015070300,7512
2015070400,7854
2015070500,10443
2015070600,9380
2015070700,9027
2015070800,9551
2015070900,8605
2015071000,8468
2015071100,9109
2015071200,9768
2015071300,11038
2015071400,13068
2015071500,12721
2015071600,11199
2015071700,11666
2015071800,12774
2015071900,13012
2015072000,14686
2015072100,14669
2015072200,17751
2015072300,17134
2015072400,20086
2015072500,21570
2015072600,23724
2015072700,26362
2015072800,34262
2015072900,39613
2015073000,61848
2015073100,82737
