timestamp,views
2015091400,2744
2015091500,2353
2015091600,6949
2015091700,10203
2015091800,6446
2015091900,3674
2015092000,3704
2015092100,4229
2015092200,4467
2015092300,3396
2015092400,3275
2015092500,3996
2015092600,2842
2015092700,3189
2015092800,3191
2015092900,2924
2015093000,2608
2015100100,2434
2015100200,2599
2015100300,2930
2015100400,3202
2015100500,3407
2015100600,2759
2015100700,2496
2015100800,3032
2015100900,3024
2015101000,2626
2015101100,2917
2015101200,2901
2015101300,2697
2015101400,2549
2015101500,2531
2015101600,2339
2015101700,2742
2015101800,3130
2015101900,2902
2015102000,2827
2015102100,2601
2015102200,2775
2015102300,2901
2015102400,2994
2015102500,2931
2015102600,3053
2015102700,2840
2015102800,5671
2015102900,5370
2015103000,2788
2015103100,3069
2015110100,3371
2015110200,24630
2015110300,10963
2015110400,9503
2015110500,10106
2015110600,10491
2015110700,9478
2015110800,13372
2015110900,19949
2015111000,10252
2015111100,16036
2015111200,14151
2015111300,9555
2015111400,8618
2015111500,14865
2015111600,9712
2015111700,9404
2015111800,10109
2015111900,10771
2015112000,11560
2015112100,10721
2015112200,12597
2015112300,29890
2015112400,23145
2015112500,16340
2015112600,18150
2015112700,14852
2015112800,14544
2015112900,14617
2015113000,18359
2015120100,18153
2015120200,19994
2015120300,25986
2015120400,34140
2015120500,39995
2015120600,39282
2015120700,37463
2015120800,35791
2015120900,35401
2015121000,34593
2015121100,57068
