timestamp,views
2015121100,394
2015121200,376
2015121300,417
2015121400,464
2015121500,460
2015121600,428
2015121700,379
2015121800,358
2015121900,338
2015122000,378
2015122100,409
2015122200,381
2015122300,424
2015122400,439
2015122500,345
2015122600,416
2015122700,490
2015122800,560
2015122900,536
2015123000,499
2015123100,617
2016010100,852
2016010200,854
2016010300,798
2016010400,919
2016010500,814
2016010600,771
2016010700,670
2016010800,941
2016010900,1024
2016011000,1008
2016011100,896
2016011200,822
2016011300,728
2016011400,709
2016011500,733
2016011600,692
2016011700,704
2016011800,819
2016011900,687
2016012000,615
2016012100,621
2016012200,671
2016012300,810
2016012400,780
2016012500,731
2016012600,695
2016012700,627
2016012800,601
2016012900,614
2016013000,680
2016013100,754
2016020100,714
2016020200,642
2016020300,670
2016020400,667
2016020500,733
2016020600,805
2016020700,798
2016020800,862
2016020900,752
2016021000,878
2016021100,909
2016021200,969
2016021300,1091
2016021400,1286
2016021500,1334
2016021600,1373
2016021700,1435
2016021800,1575
2016021900,2206
2016022000,1942
2016022100,1999
2016022200,2468
2016022300,2643
2016022400,4121
2016022500,5538
2016022600,6592
2016022700,8015
2016022800,9190
2016022900,8944
2016030100,6640
2016030200,6965
2016030300,7404
2016030400,9862
