title,studio,gross,total theaters,opening gross,opening theaters,release,wiki views
Rebels of the Neon God,BWP,28791.0,4.0,,,2015-04-10,
Americons,AD,28782.0,14.0,14404.0,14.0,2015-01-23,
Hard to Be a God,KL,28608.0,3.0,,,2015-01-30,
The Nightmare,Grav.,28281.0,16.0,13363.0,16.0,2015-06-05,
"Like Sunday, Like Rain",Mont.,28208.0,6.0,1082.0,2.0,2015-03-06,
7 Chinese Brothers,Scre.,28180.0,8.0,,,2015-08-28,
The Cut,Strand,28066.0,5.0,5327.0,5.0,2015-09-18,
The Keeping Room,Drft.,27166.0,10.0,4328.0,2.0,2015-09-25,
Tap World,Vita.,26747.0,3.0,8714.0,3.0,2015-07-10,
Peace Officer,SD,26632.0,11.0,,,2015-09-16,
Sembene!,KL,26164.0,3.0,,,2015-11-13,
The Army of Shadows (2015 re-release),Rialto,25450.0,1.0,8112.0,1.0,2015-08-26,
Rediscover Sautet,Rialto,25314.0,1.0,,,2015-06-12,
Love At First Fight,Strand,25229.0,7.0,3187.0,2.0,2015-05-22,
R100,Drft.,24956.0,11.0,7263.0,10.0,2015-01-23,
Olvidados (Forgotten),Libre,24638.0,1.0,2791.0,1.0,2015-09-18,
Big Game,EC,24572.0,11.0,16909.0,11.0,2015-06-26,
Kill Me Three Times,Magn.,24296.0,16.0,15477.0,16.0,2015-04-10,
Unexpected,TFA,23986.0,32.0,,,2015-07-24,
The Winding Stream,Argo.,23489.0,3.0,3660.0,3.0,2015-12-16,
Can't Stand Losing You: Surviving the Police,Libre,23262.0,5.0,5656.0,2.0,2015-03-20,
,,,,,,,
"$11,092,426,656",-,,,,,,
"$15,891,729",-,,,,,,
,,,,,,,
"Data as of:  Today  Today in 2015  Jan. 31, 2015  Feb. 28, 2015  Mar. 31, 2015  Apr. 30, 2015  May 31, 2015  Jun. 30, 2015  Jul. 31, 2015  Aug. 31, 2015  Sep. 30, 2015  Oct. 31, 2015  Nov. 30, 2015  Dec. 31, 2015  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2015  2016  )","Data as of:  Today  Today in 2015  Jan. 31, 2015  Feb. 28, 2015  Mar. 31, 2015  Apr. 30, 2015  May 31, 2015  Jun. 30, 2015  Jul. 31, 2015  Aug. 31, 2015  Sep. 30, 2015  Oct. 31, 2015  Nov. 30, 2015  Dec. 31, 2015  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2015  2016  )",,,,,,
,,,,,,,
"Hippocrates, Diary of a French Doctor",Distrib.,23050.0,2.0,5908.0,1.0,2015-06-19,
Court,Zeit.,22898.0,2.0,4806.0,1.0,2015-07-15,
Salut D'Amour,CJ,22480.0,1.0,6514.0,1.0,2015-04-10,
Metropolitan (2015 re-release),Rialto,22284.0,3.0,7554.0,1.0,2015-08-07,
Slow Learners,IFC,22272.0,6.0,948.0,1.0,2015-08-19,
Princess Cut,WMP,22167.0,4.0,,,2015-07-28,
Animals (2015),Osci.,21821.0,11.0,14471.0,10.0,2015-05-15,
Noma - My Perfect Storm,Magn.,21130.0,5.0,2987.0,4.0,2015-12-18,
Consumed,Gathr,20476.0,3.0,,,2015-11-10,
Boy Meets Girl (2015),Bram.,20441.0,4.0,5306.0,1.0,2015-02-06,
"Love, Rosie",TFA,20431.0,15.0,14893.0,15.0,2015-02-06,
Futuro Beach,Strand,20262.0,4.0,3324.0,1.0,2015-02-27,
Friends and Romans,Pala.,20136.0,14.0,,1.0,2015-10-23,
Forbidden Games (1952),Rialto,19889.0,1.0,4316.0,1.0,2015-04-24,
Wild Canaries,IFC,19777.0,4.0,2683.0,1.0,2015-02-25,
Misery Loves Comedy,Trib.,19634.0,8.0,5300.0,1.0,2015-04-24,
Going Away,Cohen,19501.0,1.0,7714.0,1.0,2015-10-02,
A Hard Day,KL,19004.0,2.0,,,2015-07-17,
The Challenger,WinD,19003.0,28.0,12246.0,28.0,2015-09-11,
Ardor,Part.,18565.0,17.0,13726.0,17.0,2015-07-17,
Gabo: The Creation of Gabriel Garcia Marquez,Icar.,18467.0,4.0,1432.0,1.0,2015-10-01,
The Little Death,Magn.,18238.0,4.0,3118.0,2.0,2015-06-26,
Gangnam 1970,CJ,18022.0,1.0,18022.0,1.0,2015-02-06,
The Other One,Indic.,17727.0,6.0,11718.0,6.0,2015-06-26,
Mediterranea,IFC,17663.0,2.0,5846.0,2.0,2015-11-20,
Trash,FCW,17484.0,17.0,10230.0,17.0,2015-10-09,
Strangerland,Alc,17472.0,15.0,17472.0,15.0,2015-07-10,
Great Museum,KL,17048.0,1.0,,,2015-07-03,
Eastern Boys,FRun,16831.0,2.0,5726.0,1.0,2015-02-27,
Extraction,LGP,16775.0,13.0,10948.0,13.0,2015-12-18,
Eva,Wein.,16738.0,50.0,10395.0,50.0,2015-03-13,
This Changes Everything,Abr.,16692.0,1.0,9770.0,1.0,2015-10-03,
The World of Kanako,Drft.,16627.0,12.0,6834.0,11.0,2015-12-04,
Who Took Johnny,Rum.,16595.0,2.0,7666.0,1.0,2015-04-24,
Life in a Walk,Gathr,16557.0,1.0,,,2015-09-02,
The Human Centipede 3 (Final Sequence),IFC,16184.0,23.0,,2.0,2015-05-22,
Can You Dig This,Gathr,15909.0,13.0,,,2015-11-27,
Full Moon in Paris,FM,15726.0,1.0,5040.0,1.0,2015-04-17,
Number One Fan,Distrib.,15549.0,1.0,1023.0,1.0,2015-09-04,
Cheatin',Ply,15077.0,10.0,,,2015-04-03,
Zombeavers,Free,14947.0,11.0,8163.0,11.0,2015-03-20,
Gloria (2015),PH,14701.0,3.0,7930.0,3.0,2015-07-17,
10 Days in a Madhouse,CafeP,14616.0,10.0,4773.0,1.0,2015-11-11,
Buzzard,Osci.,14591.0,11.0,8031.0,11.0,2015-03-06,
The Hallow,IFC,13906.0,8.0,1559.0,1.0,2015-11-06,37164.0
Backcountry,IFC,13848.0,1.0,1005.0,1.0,2015-03-20,
Amour Fou,FM,13702.0,3.0,4385.0,3.0,2015-03-18,
Eli,Eros,13547.0,18.0,7098.0,18.0,2015-06-19,
Yakuza Apocalypse,Gold.,12756.0,1.0,,,2015-10-09,
"10,000 Km",BG,12423.0,11.0,8941.0,11.0,2015-07-10,
The Armor of Light,FFS,12267.0,26.0,,,2015-10-30,
Arabian Nights: Volume 1 - The Restless One,KL,12260.0,3.0,,,2015-12-04,
Wa-shoku: Beyond Sushi,UTMW,12240.0,1.0,5582.0,1.0,2015-04-10,
Murder in the Park,IFC,12088.0,3.0,1310.0,1.0,2015-06-26,
Little England,Crnth,12077.0,1.0,5775.0,1.0,2015-05-17,
Of Horses and Men,MBox,11894.0,2.0,9565.0,1.0,2015-03-06,
Emptying the Skies,MBox,11811.0,2.0,4818.0,2.0,2015-04-22,
Marie's Story,FM,11720.0,8.0,,,2015-05-01,
Kidnapping of Michel Houellebecq,KL,11546.0,1.0,,,2015-03-25,
The Devil's Violinist,Free,11294.0,10.0,8013.0,10.0,2015-01-30,
1001 Grams,KL,10983.0,1.0,,,2015-05-08,
Just Before I Go,Anch.,10970.0,2.0,8129.0,2.0,2015-04-24,
Digging Up the Marrow,HF,10969.0,1.0,,,2015-02-12,
Mala Mala,Strand,10761.0,2.0,2569.0,2.0,2015-07-01,
Empire of Lust,CJ,10654.0,1.0,2230.0,1.0,2015-03-06,
The Forecaster,FOR,10172.0,1.0,,,2015-03-27,
Little Accidents,Ampl.,10071.0,17.0,8649.0,17.0,2015-01-16,
The Mind of Mark DeFriest,CDF,10021.0,6.0,,,2015-03-06,
Still Life (2015),Trib.,9481.0,5.0,,,2015-01-16,
"One Cut, One Life",FRun,9406.0,2.0,4127.0,2.0,2015-05-13,
Cupcakes,Strand,9129.0,3.0,2570.0,1.0,2015-03-27,
The Lesson,FM,9045.0,1.0,,,2015-03-04,
Station to Station,SD,9000.0,1.0,9000.0,1.0,2015-08-21,
Butterfly Girl,Indic.,8956.0,2.0,4326.0,2.0,2015-04-03,
Northern Soul,Free,8886.0,10.0,6786.0,10.0,2015-10-02,
B-Side,Indic.,8870.0,3.0,6544.0,3.0,2015-07-10,
The Pardon,Mont.,8845.0,3.0,1418.0,1.0,2015-06-26,
Paul Coelho's Best Story,MBox,8808.0,5.0,5295.0,5.0,2015-07-31,
Dawn of the Crescent Moon,Indic.,8799.0,3.0,6411.0,3.0,2015-07-24,
Meet Me in Montenegro,Orch.,8612.0,10.0,5010.0,10.0,2015-07-10,
Farewell to Hollywood,ICir,8601.0,3.0,572.0,1.0,2015-02-25,
Counting,CGld,8374.0,1.0,4904.0,1.0,2015-07-31,
The Messenger (2015),KL,8309.0,9.0,,,2015-12-04,
The Girl in the Book,Free,8245.0,10.0,5249.0,10.0,2015-12-11,
A Fool (Yi ge shao zi),CL,8212.0,2.0,5741.0,2.0,2015-11-27,
Jellyfish Eyes,Jan.,8176.0,1.0,1927.0,1.0,2015-07-15,
Every Thing Will be Fine,IFC,8034.0,2.0,1428.0,2.0,2015-12-04,
Steak (R)evolution,KL,8025.0,7.0,,,2015-07-17,
Straight Outta Tompkins,Indic.,8022.0,2.0,4011.0,2.0,2015-03-06,
Gone Doggy Gone,Indic.,8001.0,2.0,5625.0,2.0,2015-06-26,
One Small Hitch,Free,7965.0,10.0,5328.0,10.0,2015-02-06,
Kilo Two Bravo,Hon,7891.0,11.0,,,2015-11-13,
The Great Man,Distrib.,7814.0,1.0,2482.0,1.0,2015-08-14,
The Riot Club,IFC,7734.0,5.0,2188.0,1.0,2015-03-27,
Area 51,PARAIN,7556.0,16.0,7556.0,16.0,2015-05-15,
On the Way to School,Distrib.,7424.0,2.0,,,2015-02-06,
Rubble Kings,Sab.,7416.0,3.0,,,2015-06-19,
The Film Critic,MBox,7358.0,2.0,839.0,2.0,2015-05-15,
The Dinner,FM,7282.0,2.0,805.0,1.0,2015-08-07,
Antarctic Edge,FRun,7193.0,1.0,3131.0,1.0,2015-04-17,
,,,,,,,
"$11,092,426,656",-,,,,,,
"$15,891,729",-,,,,,,
,,,,,,,
"Data as of:  Today  Today in 2015  Jan. 31, 2015  Feb. 28, 2015  Mar. 31, 2015  Apr. 30, 2015  May 31, 2015  Jun. 30, 2015  Jul. 31, 2015  Aug. 31, 2015  Sep. 30, 2015  Oct. 31, 2015  Nov. 30, 2015  Dec. 31, 2015  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2015  2016  )","Data as of:  Today  Today in 2015  Jan. 31, 2015  Feb. 28, 2015  Mar. 31, 2015  Apr. 30, 2015  May 31, 2015  Jun. 30, 2015  Jul. 31, 2015  Aug. 31, 2015  Sep. 30, 2015  Oct. 31, 2015  Nov. 30, 2015  Dec. 31, 2015  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2015  2016  )",,,,,,
,,,,,,,
Li'l Quinquin,KL,7192.0,2.0,3204.0,1.0,2015-01-02,
Hungry Hearts,IFC,6921.0,6.0,1869.0,2.0,2015-06-05,
The Sisterhood of Night,Free,6870.0,10.0,5264.0,10.0,2015-04-10,
Dreams Rewired,Icar.,6863.0,4.0,,,2015-11-12,
Steve McQueen: The Man & Le Mans,FR,6843.0,2.0,4079.0,2.0,2015-11-13,
Capture the Flag,Par.,6690.0,20.0,6690.0,20.0,2015-12-04,
Horse Money,CGld,6508.0,1.0,3409.0,1.0,2015-07-24,
The Suicide Theory,Free,6434.0,10.0,5229.0,10.0,2015-07-10,
Arabian Nights: Volume 2 - The Desolate One,KL,6398.0,3.0,,,2015-12-11,
Alleluia,MBox,6334.0,3.0,2712.0,3.0,2015-07-17,
The Night of the Shooting Stars (Re-issue),Cohen,6186.0,1.0,4414.0,1.0,2015-08-12,
Barely Lethal,A24,6075.0,22.0,,,2015-04-30,
Marquise of O,FM,6048.0,2.0,,,2015-03-27,
"Sex, Death and Bowling",Mont.,5972.0,3.0,50.0,1.0,2015-10-30,
Gabriel,Osci.,5917.0,3.0,2124.0,1.0,2015-06-19,
Medeas,TVC,5895.0,2.0,3025.0,1.0,2015-01-16,
Top Spin,FRun,5858.0,4.0,2177.0,1.0,2015-08-21,
Shout Gladi Gladi,ICir,5839.0,2.0,5046.0,2.0,2015-10-02,
Black November,P4,5782.0,,,,2015-01-09,
The Wanted 18,KL,5680.0,2.0,4973.0,2.0,2015-06-19,
Tu Dors Nicole,Kino,5662.0,1.0,,,2015-05-29,
This Isn't Funny,CFF,5654.0,1.0,690.0,1.0,2015-11-06,
Chic!,Distrib.,5587.0,1.0,587.0,1.0,2015-05-01,
Our Man in Tehran,FRun,5573.0,3.0,1640.0,1.0,2015-05-15,
The Living,Mont.,5514.0,4.0,74.0,1.0,2015-04-03,
Far from Men,Trib.,5336.0,2.0,,,2015-05-01,
She's Lost Control,MR,5319.0,1.0,900.0,1.0,2015-03-20,
From Mayerling to Sarajevo (2015 re-issue),FDesk,5247.0,1.0,5247.0,1.0,2015-03-27,
The Dead Lands,Magn.,5240.0,3.0,1327.0,3.0,2015-04-17,
The Princess of France,CGld,5212.0,1.0,,,2015-06-26,
Death Valley,Indic.,5211.0,2.0,4344.0,2.0,2015-10-16,
On War,Indic.,5086.0,2.0,2210.0,1.0,2015-11-20,
A Reason,Indic.,5010.0,3.0,1690.0,3.0,2015-08-28,
SBK The-Movie,HanM,4950.0,6.0,2650.0,6.0,2015-04-03,
Gerontophilia,Strand,4916.0,1.0,1927.0,1.0,2015-05-01,
Guidance,Strand,4900.0,2.0,,,2015-08-21,
Miss Hill: Making Dance Matter,FRun,4706.0,1.0,2560.0,1.0,2015-01-23,
Jenny's Wedding,IFC,4704.0,2.0,2254.0,2.0,2015-07-31,
Against the Sun,TAFC,4646.0,11.0,3023.0,11.0,2015-01-23,
Ashby,TFA,4631.0,15.0,4631.0,15.0,2015-09-25,
Seeds of Time,KL,4630.0,2.0,,,2015-05-22,
Arabian Nights: Volume 3 - The Enchanted One,KL,4502.0,3.0,,,2015-12-18,
The Summer of Sangaile,Strand,4480.0,2.0,453.0,1.0,2015-11-20,
"Farewell, Herr Schwarz",KL,4445.0,2.0,,,2015-01-09,
Club Life,Orch.,4444.0,7.0,,,2015-05-29,
Back to the Jurassic,CJ,4351.0,8.0,,,2015-06-12,
Days of Grace,Libre,4308.0,1.0,2213.0,1.0,2015-05-01,
Set Fire to the Stars,Strand,4280.0,3.0,1132.0,1.0,2015-06-12,
La Navaja de Don Juan,Indic.,4254.0,2.0,2330.0,2.0,2015-10-09,
Three Night Stand,Free,4076.0,10.0,2538.0,10.0,2015-01-16,
Salvation Army,Strand,3929.0,1.0,2433.0,1.0,2015-01-23,
Unfreedom,DFL,3778.0,8.0,,,2015-05-29,
The Free Speech Apocalypse,PMD,3726.0,5.0,,,2015-11-05,
In the Basement,Strand,3643.0,1.0,748.0,1.0,2015-11-06,
Fidelio: Alice's Odyssey,FRun,3580.0,2.0,454.0,1.0,2015-07-17,
That Sugar Film,Gold.,3500.0,10.0,3500.0,10.0,2015-07-31,
Hyena,Trib.,3401.0,6.0,,,2015-05-01,
Mi America,IH,3330.0,1.0,3330.0,1.0,2015-10-16,
Know How,FRun,3323.0,2.0,2414.0,2.0,2015-05-15,
Drunk Wedding,PARAIN,3301.0,16.0,3301.0,16.0,2015-05-22,
Windsor Drive,Indic.,3256.0,2.0,2160.0,2.0,2015-08-28,
blackhats (2015),R1,3216.0,1.0,2482.0,1.0,2015-10-23,
Xenia,Strand,3181.0,3.0,358.0,1.0,2015-10-09,
The Iron Ministry,Icar.,3159.0,3.0,896.0,3.0,2015-08-21,
Moana With Sound (2015 re-issue),KL,2993.0,4.0,2274.0,1.0,2015-11-13,
Julia (2015),TD,2710.0,5.0,2110.0,5.0,2015-10-23,
Chocolat (2015 re-release),FILMDESK,2710.0,1.0,2710.0,1.0,2015-09-18,
Body,Osci.,2634.0,1.0,2457.0,1.0,2015-12-11,
Hayride 2,Free,2571.0,10.0,1668.0,10.0,2015-03-06,
L.A. Slasher,AD,2421.0,7.0,2421.0,7.0,2015-06-26,
Anita Ho,Indic.,2250.0,1.0,2250.0,1.0,2015-02-27,
The Lady in the Car with Glasses and a Gun,Magn.,2167.0,2.0,297.0,2.0,2015-12-18,
Me You and Five Bucks,Indic.,2105.0,2.0,862.0,2.0,2015-09-25,
Sneakerheadz,SD,1903.0,3.0,1903.0,3.0,2015-08-07,
The Other Man: F.W. de Klerk and the End of Apartheid in South Africa,FRun,1747.0,1.0,1153.0,1.0,2015-02-06,
Dark Forest,ZKS,1739.0,1.0,1739.0,1.0,2015-08-21,
The Looking Glass,FRun,1711.0,2.0,107.0,2.0,2015-10-23,
Drown,Strand,1631.0,1.0,860.0,1.0,2015-08-28,
Cut Snake,Mont.,1625.0,3.0,55.0,1.0,2015-10-07,
Forever (2015),Mont.,1598.0,1.0,,,2015-09-11,
Stations of the Cross,FM,1505.0,1.0,688.0,1.0,2015-07-10,
Making Rounds,FRun,1484.0,1.0,1056.0,1.0,2015-10-30,
Along the Roadside,Indic.,1352.0,,965.0,,2015-03-27,
3 Nights in the Desert,Mont.,1297.0,2.0,234.0,2.0,2015-02-06,
Skin Trade,Magn.,1242.0,1.0,162.0,1.0,2015-05-08,
El Nino,Distrib.,1237.0,1.0,245.0,1.0,2015-04-17,
Childless,Mont.,1036.0,1.0,732.0,1.0,2015-05-15,
They are We,Icar.,900.0,1.0,590.0,1.0,2015-06-26,
Thanks to My Friends,Distrib.,889.0,1.0,587.0,1.0,2015-12-11,
Big Muddy,Mont.,881.0,3.0,147.0,2.0,2015-01-23,
REC 4: Apocalypse,Magn.,837.0,5.0,708.0,5.0,2015-01-02,
It's All So Quiet (Boven is het stil),BWP,724.0,1.0,362.0,1.0,2015-01-09,
Tough Being Loved By Jerks,KL,697.0,7.0,,,2015-03-13,
United Passions,Scre.,607.0,10.0,607.0,10.0,2015-06-05,
The Chambermaid,FM,315.0,1.0,,,2015-05-29,
Lou! Journal infime,Distrib.,287.0,1.0,88.0,1.0,2015-04-24,
Paranoid Girls,,78.0,1.0,54.0,1.0,2015-11-13,
Confession of a Child of the Century,Cohen,74.0,1.0,68.0,1.0,2015-09-25,
,,,,,,,
"$11,092,426,656",-,,,,,,
"$15,891,729",-,,,,,,
,,,,,,,
"Data as of:  Today  Today in 2015  Jan. 31, 2015  Feb. 28, 2015  Mar. 31, 2015  Apr. 30, 2015  May 31, 2015  Jun. 30, 2015  Jul. 31, 2015  Aug. 31, 2015  Sep. 30, 2015  Oct. 31, 2015  Nov. 30, 2015  Dec. 31, 2015  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2015  2016  )","Data as of:  Today  Today in 2015  Jan. 31, 2015  Feb. 28, 2015  Mar. 31, 2015  Apr. 30, 2015  May 31, 2015  Jun. 30, 2015  Jul. 31, 2015  Aug. 31, 2015  Sep. 30, 2015  Oct. 31, 2015  Nov. 30, 2015  Dec. 31, 2015  Specify Date  About this feature  or (  Month  Jan.  Feb.  Mar.  Apr.  May  Jun.  Jul.  Aug.  Sep.  Oct.  Nov.  Dec.  / Day  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  / 2015  2016  )",,,,,,
,,,,,,,
Deadpool,Fox,360361721.0,3856.0,132434639.0,3558.0,2016-02-12,292170.0
Batman v Superman: Dawn of Justice,WB,313381486.0,4256.0,166007347.0,4242.0,2016-03-25,
Zootopia,BV,309258949.0,3959.0,75063401.0,3827.0,2016-03-04,
Kung Fu Panda 3,Fox,141363717.0,3987.0,41282042.0,3955.0,2016-01-29,102194.0
The Jungle Book (2016),BV,125094414.0,4028.0,103261464.0,4028.0,2016-04-15,
Ride Along 2,Uni.,90862685.0,3192.0,35243095.0,3175.0,2016-01-15,123337.0
10 Cloverfield Lane,Par.,70087878.0,3427.0,24727437.0,3391.0,2016-03-11,
The Divergent Series: Allegiant,LG/S,64320872.0,3740.0,29027348.0,3740.0,2016-03-18,
London Has Fallen,Focus,61500174.0,3492.0,21635601.0,3490.0,2016-03-04,
Miracles from Heaven,TriS,57520465.0,3155.0,14812393.0,3047.0,2016-03-16,
My Big Fat Greek Wedding 2,Uni.,52999605.0,3179.0,17861950.0,3133.0,2016-03-25,
13 Hours: The Secret Soldiers of Benghazi,Par.,52853219.0,2917.0,16194738.0,2389.0,2016-01-15,398524.0
How to Be Single,WB,46843513.0,3357.0,17878911.0,3343.0,2016-02-12,668.0
The Boss,Uni.,42684510.0,3495.0,23586645.0,3480.0,2016-04-08,
Risen,Sony,36732506.0,2915.0,11801271.0,2915.0,2016-02-19,20756.0
The Boy (2016),STX,35819556.0,2671.0,10778392.0,2671.0,2016-01-22,
Dirty Grandpa,LGF,35593113.0,2912.0,11111875.0,2912.0,2016-01-22,121841.0
The 5th Wave,Sony,34650223.0,2908.0,10326356.0,2908.0,2016-01-22,191792.0
Gods of Egypt,LG/S,30909514.0,3117.0,14123903.0,3117.0,2016-02-26,61065.0
"Hail, Caesar!",Uni.,30080225.0,2248.0,11355225.0,2232.0,2016-02-05,109158.0
Zoolander 2,Par.,28848693.0,3418.0,13841146.0,3394.0,2016-02-12,12286.0
The Finest Hours,BV,27569558.0,3143.0,10288932.0,3143.0,2016-01-29,111422.0
The Forest,Focus,26594261.0,2509.0,12741176.0,2451.0,2016-01-08,364738.0
The Witch,A24,25044102.0,2204.0,8800230.0,2046.0,2016-02-19,42204.0
Barbershop: The Next Cut,WB,24161382.0,2676.0,20242415.0,2661.0,2016-04-15,
Whiskey Tango Foxtrot,Par.,22962541.0,2413.0,7450275.0,2374.0,2016-03-04,
Race (2016),Focus,19111394.0,2387.0,7353922.0,2369.0,2016-02-19,
The Choice,LGF,18730891.0,2631.0,6050443.0,2631.0,2016-02-05,37914.0
God's Not Dead 2,PFR,17673934.0,2419.0,7623662.0,2419.0,2016-04-01,
Norm of the North,LGF,17062499.0,2411.0,6844137.0,2411.0,2016-01-15,86366.0
Eddie the Eagle,Fox,15647202.0,2044.0,6084682.0,2042.0,2016-02-26,23294.0
Eye in the Sky,BST,13600440.0,1089.0,113803.0,5.0,2016-03-11,
Triple 9,ORF,12639297.0,2205.0,6109085.0,2205.0,2016-02-26,36206.0
Fifty Shades of Black,ORF,11686940.0,2075.0,5900528.0,2075.0,2016-01-29,55270.0
"Hello, My Name is Doris",RAtt.,10908317.0,979.0,84986.0,4.0,2016-03-11,
Pride and Prejudice and Zombies,SGem,10907291.0,2931.0,5324240.0,2931.0,2016-02-05,55198.0
The Perfect Match,LGF,9633135.0,925.0,4294232.0,925.0,2016-03-11,
Hardcore Henry,STX,8603064.0,3015.0,5107604.0,3015.0,2016-04-08,
Meet the Blacks,Free,8500147.0,1015.0,4055940.0,1015.0,2016-04-01,
Criminal (2016),LG/S,7351823.0,2683.0,5767278.0,2683.0,2016-04-15,
The Brothers Grimsby,Sony,6874837.0,2235.0,3258327.0,2235.0,2016-03-11,
The Young Messiah,Focus,6467939.0,1769.0,3294876.0,1761.0,2016-03-11,
Where to Invade Next,Drft.,3801054.0,308.0,897034.0,308.0,2016-02-12,15406.0
Midnight Special,WB,3267984.0,521.0,190012.0,5.0,2016-03-18,
The Mermaid (Mei ren yu),Sony,3232685.0,106.0,985052.0,35.0,2016-02-19,
The Other Side of the Door,Fox,3000342.0,585.0,1211210.0,546.0,2016-03-04,
2016 Oscar Nominated Short Films,Shrts.,2816816.0,260.0,559502.0,123.0,2016-01-29,
Ip Man 3,WGUSA,2679437.0,115.0,784839.0,103.0,2016-01-22,
Kapoor & Sons - Since 1921,FIP,2607036.0,153.0,986992.0,143.0,2016-03-18,
Demolition,FoxS,1945081.0,862.0,1100042.0,854.0,2016-04-08,
Busco Novio Para Mi Mujer,LGF,1741889.0,357.0,902457.0,357.0,2016-02-19,
Everybody Wants Some!!,Par.,1654393.0,454.0,312355.0,19.0,2016-03-30,
Neerja,FIP,1585687.0,121.0,626528.0,73.0,2016-02-19,
I Saw the Light,SPC,1536726.0,741.0,45471.0,5.0,2016-03-25,
Jane Got a Gun,Wein.,1513793.0,1210.0,835572.0,1210.0,2016-01-29,27958.0
Fan,Yash,1357212.0,280.0,1357212.0,280.0,2016-04-15,
The Little Prince,EOne,1248077.0,163.0,116927.0,52.0,2016-02-12,
Embrace of the Serpent,Osci.,1220819.0,93.0,50955.0,3.0,2016-02-17,22195.0
Lazer Team,Ampl.,1186426.0,35.0,108586.0,35.0,2016-01-27,
Wazir,Relbig.,1124045.0,111.0,586028.0,111.0,2016-01-08,
Patterns of Evidence: The Exodus,Thinking Man,925576.0,652.0,,,2016-01-19,
Ki & Ka,Eros,857986.0,148.0,539521.0,148.0,2016-04-01,
The Monkey King 2 in 3D,CL,709982.0,38.0,166391.0,38.0,2016-02-05,
Chongqing Hot Pot,CL,667373.0,46.0,201960.0,20.0,2016-04-01,
Miles Ahead,SPC,618280.0,527.0,114530.0,4.0,2016-04-01,
The Bronze,SPC,615654.0,1167.0,386328.0,1167.0,2016-03-18,
Knight of Cups,BG,548665.0,68.0,60551.0,4.0,2016-03-04,
City of Gold,IFC,539724.0,50.0,62959.0,4.0,2016-03-11,
Fitoor,UTV,528799.0,147.0,347164.0,147.0,2016-02-12,
The Boy and the Beast,FUN,490643.0,123.0,274247.0,122.0,2016-03-04,
Remember (US Release),A24,488592.0,60.0,20489.0,2.0,2016-03-11,
Detective Chinatown (Tang ren jie tan an),CL,474252.0,36.0,280281.0,33.0,2016-01-15,
Only Yesterday (2016 re-release),GK,452447.0,44.0,14970.0,1.0,2016-01-01,
Born to be Blue (US Release),IFC,420595.0,79.0,46184.0,3.0,2016-03-25,
Saturday's Warrior,Purd.,414338.0,28.0,96041.0,9.0,2016-04-01,
Marguerite,Cohen,400770.0,46.0,19924.0,3.0,2016-03-11,
Dough,Men.,361546.0,10.0,50871.0,9.0,2016-02-12,
My Golden Days,Magn.,218255.0,32.0,26847.0,3.0,2016-03-18,
Ho Mann Jahaan,Eros,208611.0,23.0,77548.0,19.0,2016-01-01,
El Clan,Fox,201227.0,19.0,12519.0,3.0,2016-03-18,
The Masked Saint,Free,182695.0,482.0,123839.0,482.0,2016-01-08,5738.0
The Wave,Magn.,170465.0,37.0,60321.0,33.0,2016-03-04,
Beauty and the Beast (2016 re-issue),Jan.,160215.0,3.0,8264.0,1.0,2016-02-12,
Born to be Blue,EOne,151926.0,23.0,14069.0,23.0,2016-03-04,
Touched with Fire,RAtt.,146487.0,67.0,16816.0,6.0,2016-02-12,
The Invitation,Drft.,144140.0,19.0,67877.0,10.0,2016-04-08,
Rams (Hrútar),Cohen,141922.0,10.0,13289.0,3.0,2016-02-03,
April and the Extraordinary World,GK,138439.0,25.0,11413.0,1.0,2016-03-25,
Psycho-Pass: The Movie,FUN,138366.0,161.0,,,2016-03-15,
